,attention,meditation,raw_value,timestamp
clip5,43.0,30.0,-27,27.687999963760376
clip5,43.0,30.0,-21,27.687999963760376
clip5,43.0,30.0,-5,27.70899987220764
clip5,43.0,30.0,-11,27.70899987220764
clip5,43.0,30.0,-33,27.710000038146973
clip5,43.0,30.0,-21,27.710999965667725
clip5,43.0,30.0,20,27.71199989318848
clip5,43.0,30.0,45,27.71199989318848
clip5,43.0,30.0,43,27.713000059127808
clip5,43.0,30.0,40,27.713000059127808
clip5,43.0,30.0,41,27.713000059127808
clip5,43.0,30.0,29,27.71399998664856
clip5,43.0,30.0,20,27.72499990463257
clip5,43.0,30.0,7,27.7260000705719
clip5,43.0,30.0,1,27.7260000705719
clip5,43.0,30.0,-2,27.72699999809265
clip5,43.0,30.0,-10,27.72699999809265
clip5,43.0,30.0,1,27.727999925613403
clip5,43.0,30.0,35,27.727999925613403
clip5,43.0,30.0,54,27.727999925613403
clip5,43.0,30.0,42,27.72900009155273
clip5,43.0,30.0,29,27.72900009155273
clip5,43.0,30.0,29,27.740000009536743
clip5,43.0,30.0,33,27.740000009536743
clip5,43.0,30.0,19,27.74099993705749
clip5,43.0,30.0,-7,27.74099993705749
clip5,43.0,30.0,-11,27.742000102996823
clip5,43.0,30.0,1,27.742000102996823
clip5,43.0,30.0,17,27.743000030517575
clip5,43.0,30.0,24,27.743000030517575
clip5,43.0,30.0,17,27.74399995803833
clip5,43.0,30.0,7,27.74399995803833
clip5,43.0,30.0,17,27.74499988555908
clip5,43.0,30.0,43,27.76500010490417
clip5,43.0,30.0,66,27.76500010490417
clip5,43.0,30.0,60,27.766000032424927
clip5,43.0,30.0,48,27.76699995994568
clip5,43.0,30.0,32,27.76699995994568
clip5,43.0,30.0,17,27.76799988746643
clip5,43.0,30.0,22,27.76900005340576
clip5,43.0,30.0,18,27.76900005340576
clip5,43.0,30.0,11,27.76900005340576
clip5,43.0,30.0,6,27.795000076293945
clip5,43.0,30.0,21,27.796000003814697
clip5,43.0,30.0,37,27.79699993133545
clip5,43.0,30.0,27,27.79699993133545
clip5,43.0,30.0,9,27.79699993133545
clip5,43.0,30.0,16,27.79800009727478
clip5,43.0,30.0,38,27.79800009727478
clip5,43.0,30.0,48,27.79900002479553
clip5,43.0,30.0,41,27.79900002479553
clip5,43.0,30.0,51,27.79900002479553
clip5,43.0,30.0,85,27.8199999332428
clip5,43.0,30.0,118,27.82100009918213
clip5,43.0,30.0,91,27.82200002670288
clip5,43.0,30.0,37,27.82200002670288
clip5,43.0,30.0,29,27.822999954223636
clip5,43.0,30.0,55,27.822999954223636
clip5,43.0,30.0,48,27.823999881744385
clip5,43.0,30.0,7,27.823999881744385
clip5,43.0,30.0,6,27.82500004768372
clip5,43.0,30.0,41,27.82500004768372
clip5,43.0,30.0,55,27.84500002861023
clip5,43.0,30.0,52,27.84599995613098
clip5,43.0,30.0,59,27.846999883651733
clip5,43.0,30.0,80,27.846999883651733
clip5,43.0,30.0,88,27.848000049591064
clip5,43.0,30.0,58,27.848000049591064
clip5,43.0,30.0,21,27.848999977111816
clip5,43.0,30.0,23,27.848999977111816
clip5,43.0,30.0,52,27.84999990463257
clip5,43.0,30.0,71,27.84999990463257
clip5,43.0,30.0,81,27.86400008201599
clip5,43.0,30.0,84,27.865000009536743
clip5,43.0,30.0,89,27.865000009536743
clip5,43.0,30.0,77,27.86599993705749
clip5,43.0,30.0,71,27.867000102996823
clip5,43.0,30.0,76,27.867000102996823
clip5,43.0,30.0,85,27.867000102996823
clip5,43.0,30.0,85,27.868000030517575
clip5,43.0,30.0,74,27.868000030517575
clip5,43.0,30.0,66,27.86899995803833
clip5,43.0,30.0,71,27.86899995803833
clip5,43.0,30.0,88,27.86999988555908
clip5,43.0,30.0,100,27.86999988555908
clip5,43.0,30.0,98,27.871000051498413
clip5,43.0,30.0,77,27.871000051498413
clip5,43.0,30.0,52,27.871999979019165
clip5,43.0,30.0,40,27.871999979019165
clip5,43.0,30.0,42,27.871999979019165
clip5,43.0,30.0,57,27.87299990653992
clip5,43.0,30.0,57,27.875
clip5,43.0,30.0,66,27.875
clip5,43.0,30.0,57,27.875999927520752
clip5,43.0,30.0,55,27.877000093460083
clip5,43.0,30.0,70,27.877000093460083
clip5,43.0,30.0,99,27.878000020980835
clip5,43.0,30.0,116,27.878000020980835
clip5,43.0,30.0,131,27.878000020980835
clip5,43.0,30.0,151,27.878999948501587
clip5,43.0,30.0,155,27.878999948501587
clip5,43.0,30.0,119,27.87999987602234
clip5,43.0,30.0,67,27.901000022888184
clip5,43.0,30.0,53,27.901000022888184
clip5,43.0,30.0,65,27.901999950408936
clip5,43.0,30.0,82,27.901999950408936
clip5,43.0,30.0,83,27.902999877929688
